id,name,city,category,lat,lng,note,website,created_at
"206","Chalone Vineyard","Carmel","winery","36.554493","-121.92064","California's most isolated wine estate — 1,300 feet up in the Gavilan Range on alkaline limestone, surrounded by Pinnacles National Monument. Planted 1919. The Chalone AVA has no other members. Chenin Blanc, Pinot Blanc, and Pinot Noir from these soils produce a genuinely unusual mineral profile — austere, slow to open, unlike anything in the Salinas Valley below. The geology here is the story.","https://chalonevineyard.com","2026-04-19 22:50:45.818301"
"210","De Tierra Vineyards","Carmel","winery","36.556637","-121.92086","Small-production Monterey County winery with a tasting room at the Carmel Crossroads. The sourcing spans cool blocks across the county — SLH, Arroyo Seco, Carmel Valley. An easy stop that doesn't require driving the valley and pours more seriously than the strip-mall location would suggest.","https://detierra.com","2026-04-19 22:50:45.818301"
"162","Bernardus Winery","Carmel Valley","winery","36.4792","-121.73049","The flagship Carmel Valley estate. Winemaker Dean DeKorth's Marinus Bordeaux blend is the benchmark for the appellation — structured, age-worthy, and genuinely Carmel Valley in character. The on-property Lucia restaurant with Cal Stamenov in the kitchen makes this a full culinary destination — dinner is among the most accomplished in the valley; lunch is equally worth it. Appointment tastings available in the vineyard cave.","https://bernardus.com","2026-04-16 23:23:38.862553"
"167","Chesebro Wines","Carmel Valley","winery","36.477795","-121.72911","Small-production, family-run, and poured by the people who made it. Chesebro sources from Carmel Valley vineyards and keeps the tasting room personal and unpretentious. The kind of stop that reminds you why wine country should feel like meeting someone, not touring an attraction.","https://chesebrowines.com","2026-04-16 23:23:38.862553"
"225","Corral Wine Co.","Carmel Valley","winery","36.47813","-121.72995","A production of Bell Family Vineyards. In 2017, they barreled their first batch of estate Pinot Noir in a barn in Corral de Tierra — they're still in that same barn. Estate fruit, traditional practices, expanded to include Pinot and other Central Coast varietals. Family-owned, unfussy, and making honest wine that honors the character of the region. Tasting room at 19 E. Carmel Valley Road, Suite A, in the Village.","https://www.corralwine.com","2026-05-03 00:39:40.884487"
"163","Folktale Winery","Carmel Valley","winery","36.528748","-121.82028","The hospitality standout in the valley. Live music weekends, a full food menu, and a portfolio ranging from sparkling to Pinot Noir. The grounds are stunning and the vibe is the opposite of stuffy. Great for an afternoon that turns into an evening.","https://folktalewinery.com","2026-04-16 23:23:38.862553"
"166","Holman Ranch","Carmel Valley","winery","36.47921","-121.73174","400 acres of Carmel Valley hillside with a cave tasting room that earns the drive. Their Pinot Noir and Chardonnay from the estate vineyard show genuine SLH restraint. One of the most beautiful properties in the county — the setting alone justifies the appointment.","https://holmanranch.com","2026-04-16 23:23:38.862553"
"199","McIntyre Vineyards","Carmel Valley","winery","36.479443","-121.73226","Steve McIntyre farms nearly a third of the entire Santa Lucia Highlands AVA — more than any other individual in the appellation. His 80-acre estate, planted in 1973, holds some of the oldest Pinot Noir vines in Monterey County. The tasting room at 24 W. Carmel Valley Rd in the Village makes the wines accessible without a mountain drive. Old-vine SLH at its most authoritative.","https://mcintyrevineyards.com","2026-04-17 21:12:46.65906"
"165","Morgan Winery","Carmel Valley","winery","36.536884","-121.9091","The original Santa Lucia Highlands champion. Dan Lee planted in the SLH before anyone else believed in it. The Double L Vineyard Pinot is the reference point for the appellation — bright, savory, and unmistakably coastal. The Taste Morgan tasting room is in the Crossroads Shopping Center off Highway One — open daily 11–6, walk-ins welcome. The SLH provenance is the story; the address is just the door.","https://morganwinery.com","2026-04-16 23:23:38.862553"
"226","Rombi Wines","Carmel Valley","winery","36.47876","-121.73154","Salvatore Rombi is a one-man winemaking operation — he prunes, picks, crushes, ages in French oak barrels in his garage, and bottles himself. Estate Cabernet Sauvignon, Merlot, and Petite Sirah from 1⅓ acres on a 1,650-foot chalk ridge in Cachagua, fewer than 200 cases a year. Sal is usually behind the bar pouring and talking you through it. At 1 Center St in the Village. Saturday–Sunday, noon to 5 pm.","https://rombiwines.com","2026-05-03 00:43:46.992415"
"209","Silvestri Vineyards","Carmel Valley","winery","36.55387","-121.92232","Estate vineyard in Carmel Valley, tasting room in downtown Carmel-by-the-Sea. The Silvestri family planted Italian varieties — Sangiovese, Barbera, Syrah — alongside Pinot Noir, Chardonnay, Pinot Blanc, and Pinot Gris, a portfolio that is genuinely unusual for Monterey County. The beautifully appointed Carmel tasting room is the only place to try the full range.","https://silvestrivineyards.com","2026-04-19 22:50:45.818301"
"164","Wrath Winery","Carmel Valley","winery","36.554184","-121.92035","Focused, serious wines from Santa Lucia Highlands fruit. The Chardonnay and Pinot Noir here show what the SLH appellation does better than anywhere in California — bright acidity, savory structure, unmistakably coastal. Quiet tasting room, knowledgeable pours. If you're serious about SLH, this is a required stop.","https://wrathwines.com","2026-04-16 23:23:38.862553"
"170","Scheid Family Wines","Greenfield","winery","36.425144","-121.30678","One of the most respected growers in Monterey County — over 4,000 acres under vine in the Salinas Valley — now pouring their own label. The Greenfield tasting room is a no-fuss destination for understanding what the valley floor and hillside vineyards produce at different elevations and exposures.","https://scheidvineyards.com","2026-04-16 23:23:38.862553"
"172","A Taste of Monterey","Monterey","winery","36.6167","-121.89972","The most efficient single stop for understanding Monterey wine without driving the appellation. Over 70 local wines available by the glass, flight, or bottle, plus retail. Cannery Row location has bay views. The staff knows the producers personally — ask what they're excited about.","https://atasteofmonterey.com","2026-04-16 23:23:38.862553"
"220","Pessagno Winery","Salinas","winery","36.48085","-121.48429","High-elevation Santa Lucia Highlands estate on River Road, focused on single-vineyard bottlings from SLH and Arroyo Seco fruit. The Pinot Noir and Chardonnay here show the cooler, more maritime character of the northern SLH blocks. A smaller, more focused operation than Hahn — worth the drive if you're already in the corridor.","https://pessagnowines.com","2026-04-19 22:52:15.712144"
